Timestamp,Module_Temperature_degF,Ambient_Temperature_degF,Solar_Irradiation_Wpm2,Wind_Speed_mps
2023-11-15 14:15:00,62.57,57.07,256.0,2.5
2023-11-15 14:20:00,62.37,57.33,250.17,2.03
2023-11-15 14:25:00,62.54,57.46,234.21,1.92
2023-11-15 14:30:00,62.5,56.93,201.93,1.6
2023-11-15 14:35:00,62.23,57.17,190.53,1.8
2023-11-15 14:40:00,61.87,57.13,185.4,2.17
2023-11-15 14:45:00,61.87,57.27,185.87,0.73
2023-11-15 14:50:00,62.5,57.27,188.2,1.67
2023-11-15 14:55:00,62.07,56.83,177.47,1.17
2023-11-15 15:00:00,62.3,57.13,171.4,0.8
2023-11-15 15:05:00,62.23,56.97,160.2,1.57
2023-11-15 15:10:00,61.73,57.33,167.2,1.87
2023-11-15 15:15:00,61.43,56.63,165.33,1.3
2023-11-15 15:20:00,61.63,56.3,144.03,1.43
2023-11-15 15:25:00,61.17,56.8,122.8,1.3
2023-11-15 15:30:00,60.77,56.3,113.47,1.37
2023-11-15 15:35:00,60.63,56.23,116.27,0.8
2023-11-15 15:40:00,60.4,56.33,136.57,0.6
2023-11-15 15:45:00,61.43,56.83,141.87,1.1
2023-11-15 15:50:00,60.5,55.5,110.2,1.53
2023-11-15 15:55:00,60.13,56.07,99.47,0.7
2023-11-15 16:00:00,59.9,55.57,94.33,0.6
2023-11-15 16:05:00,60.23,55.9,153.27,0.4
2023-11-15 16:10:00,60.93,56.5,168.0,0.9
2023-11-15 16:15:00,61.13,56.77,123.4,0.97
2023-11-15 16:20:00,60.8,56.37,145.67,1.93
2023-11-15 16:25:00,60.53,56.2,109.07,2.67
