Timestamp,Module_Temperature_degF,Ambient_Temperature_degF,Solar_Irradiation_Wpm2,Wind_Speed_mps
2023-11-13 12:55:00,65.23,51.77,584.27,0.53
2023-11-13 13:00:00,64.9,51.0,579.6,0.2
2023-11-13 13:05:00,64.5,51.13,575.4,0.2
2023-11-13 13:10:00,64.07,52.17,569.33,0.77
2023-11-13 13:15:00,66.0,52.67,567.0,0.33
2023-11-13 13:20:00,67.33,54.5,559.07,0.17
2023-11-13 13:25:00,67.0,53.23,553.47,0.73
2023-11-13 13:30:00,67.07,54.43,541.8,0.87
2023-11-13 13:35:00,66.1,53.5,538.5,0.33
2023-11-13 13:40:00,66.17,53.3,531.0,0.47
2023-11-13 13:45:00,66.7,54.4,519.33,0.4
2023-11-13 13:50:00,66.2,53.1,509.53,0.23
2023-11-13 13:55:00,65.07,53.2,499.73,0.63
2023-11-13 14:00:00,64.0,53.27,490.87,1.6
2023-11-13 14:05:00,64.13,52.97,478.27,0.87
2023-11-13 14:10:00,64.57,53.63,469.4,0.97
2023-11-13 14:15:00,63.97,53.43,457.73,0.8
2023-11-13 14:20:00,63.8,53.9,446.5,0.9
2023-11-13 14:25:00,62.8,53.4,436.67,0.57
2023-11-13 14:30:00,63.9,53.97,425.0,0.37
2023-11-13 14:35:00,63.8,54.3,414.27,0.53
2023-11-13 14:40:00,63.5,54.27,400.27,1.03
2023-11-13 14:45:00,63.23,54.53,384.4,0.7
2023-11-13 14:50:00,63.1,53.73,371.5,0.27
2023-11-13 14:55:00,63.0,54.53,361.0,0.8
2023-11-13 15:00:00,62.83,54.5,342.8,0.97
2023-11-13 15:05:00,62.3,54.1,326.0,1.3
2023-11-13 15:10:00,61.87,53.9,313.87,0.9
2023-11-13 15:15:00,61.77,53.57,301.5,1.2
2023-11-13 15:20:00,61.27,53.5,285.33,1.0
2023-11-13 15:25:00,60.9,53.7,269.47,0.97
2023-11-13 15:30:00,61.03,53.4,253.13,0.47
2023-11-13 15:35:00,60.2,54.17,237.73,1.27
2023-11-13 15:40:00,59.9,53.7,219.0,1.1
2023-11-13 15:45:00,59.13,52.63,205.47,1.6
2023-11-13 15:50:00,59.07,52.77,189.6,0.97
2023-11-13 15:55:00,59.17,52.2,174.2,0.97
2023-11-13 16:00:00,58.43,52.23,158.3,1.13
2023-11-13 16:05:00,57.63,52.03,140.53,1.4
2023-11-13 16:10:00,57.5,51.9,124.67,0.8
2023-11-13 16:15:00,57.03,52.03,109.27,0.77
2023-11-13 16:20:00,56.67,51.6,95.73,0.33
